Unnamed: 0;name;rating;review;reply;useful;urgent
39;Knud;2;Bilen klarede ikke et lovpligtigt syn. Min bil var til service efter bogen og jeg kørte derefter direkte til et lovpligtigt syn i synshallen. Bilen gik ikke gennem synet, da en stoplygte ikke virkede og skal til omsyn med ekstra udgift for mig.;Hejsa Knud Tak for din anmeldelse og ikke mindst din opbakning, jeg sætter pris på din tid og ærlighed. Jeg er naturligvis ked af at der var gået en pære i din stoplygte, efter at du havde været til service hos os. Der er den mulighed at pæreren er sprunget efter du er kørt fra os, det er ikke en undskyldning, blot en forklaring. Hvis du sender regningen for dit omsyn, vil jeg gerne betale for det, jeg skal også bruge synsrapporten hvor jeg kan se at bilen er kasseret på stoplyset. Hvis du sender dine bank oplysninger til mig sammen med de andre ting overfører jeg pengene til dig.  Send dine oplysninger til mail [email] God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
40;Lydia;2;Mangler opfølgning. Søde mennesker men aftalerne kan vi ikke helt regne med;Hejsa Lydia. Tak for din anmeldelse og ikke mindst din feedback. Vi vil på alle måder beklage at vi ikke har fulgt op på din bil med dig, vi skal altid sørge for at vores kunder ved, hvor langt deres bil er hos os. Hvis ikke dit problem er løst, hører vi gerne fra dig i afdelingen eller ved kontakt til [kontaktperson] på tlf. XXXXXXXX eller [email]. Håber at vi ses en anden gang. God dag herfra. Mvh [virksomhed];1;1
41;Tonny;2;upersonlig service i modtagelse;Hejsa Tonny Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg er ret ked af at du har fået den upersonlige service som du beskriver, det er på ingen måde det jeg ønsker at du skal opleve. Håber at vi ses en anden gang, hvor vi kan vise dig at vi ønsker at levere en meget personlig service. God dag herfra M.v.h. Michael - Eftermarkedschef;0;0
42;Said;2;Jeg har brugt værkstedet i Roskilde 1 gang. Der skulle laves en del for at bilen kunne synes. Fin dialog med værkstedet og temmelig hurtig reparation. Bl.a. var dækkene helt færdige og skulle skiftes. Det siger jeg ja tak til. Først når jeg er kørt hjem opdager jeg at kun 2 dæk er skiftet. Og til et andet mærke end det jeg fik oplyst. Det har været de to dæk, som ikke længere var lovlige, som værkstedet skiftede. Jeg synes dog ikke det er OK ikke at oplyse i dialogen at prisen gjaldt 2 og ikke 4 dæk. Jeg var ude og kigge på alternativer inden jeg gav accept. Og nu kan jeg se at jeg har sammenlignet æbler og bananer.;Hej Said. Tak for din anmeldelse, vi sætter pris på din tid og ærlighed. Vi er ret kede af, at vores kommunikation har ført til, at du har fået en utilfredsstillende oplevelse hos os. Vi skal naturligvis altid være helt skarpe i vores kommunikation, så der ikke opstår de her misforståelser. Vi håber at se dig igen og forhåbentlig levere en 5-stjernet service til den tid. God dag herfra Mvh. [virksomhed];1;1
43;Martin;2;"Maling af bil. Fik malet en dør og bagskærm på min bil tilbage i foråret 20'. Efter et længere (2+ måneder) og trættende forløb hvor div. systemer i bilen ikke vikerde (p-sensorer, vejbaneassistent osv.) Blev bilen endelig klar. Desværre konstaterede vi at farven ikke var ramt 100%, hvilket vi gjorde opmærksom på. Det blev slået hen med at den skulle vaskes og poleres et par gange før farverne var ""slidt ens"". Her, over 1 år senere (adskillige vaske og en polering), kan vi konkludere at farveforskellen faktisk er blevet værre (modsat beskeden fra værkstedet). Træt af vores forsikring ikke lod os bruge et bedre værksted.";Hejsa Martin Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage at farven ikke er ramt som ønsket. Det er naturligvis ikke det jeg ønsker at du skal opleve. Jeg vender sagen med afdelingen og du hører fra dem så hurtigt som muligt. Blot til information så får vi malet biler samme sted som mærkeværkstederne, derudover arbejder vi inden for det samme regelsæt, det vil sige at vores kvalitet skal være at sidestille med et mærkeværksted. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
44;Asmir;2;Fik lavet sporering. Inden det blev lavet rystede bilen ikke ved 80-90 kilometer i timen, det gør den nu.;Hejsa Asmir Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage at der er udfordringer med din bil efter at vi har haft den på værksted. Det som du beskriver har ikke noget at gøre med at vi har sporet bilen, det du oplever er en ubalance i dine hjul/dæk.  Jeg kan derudover se at du har været på et andet værksted før du er kommet hos os, hvor de har forsøgt at spore bilen men hvor bagdækkene efterfølgende er slidt, dette slid kan give en ubalance men har ikke noget med sporingen at gøre. Håber at du vil se på din anmeldelse. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
45;Nicora;2;Bilen var ikke prøvekørt ej heller lavet færdig :-(;Hejsa Nicora Aps Afdelingen har forsøgt og fange dig på tlf. i dag, desværre uden held. Vil du ikke være venlig og give dem et kald så i kan få en snak omkring din oplevelse. På forhånd tak God dag herfra M.v.h. Michael - Eftermarkedschef Hejsa Nicora Aps Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage den oplevelse du har haft hos os, det er på ingen måde det jeg ønsker at du skal opleve. Jeg vender sagen med afdelingen og du hører fra dem så hurtigt som muligt. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
46;Michael;2;I havde kun spændt 2 ud af bolte fast og det er jeg meget utilfreds med da det kunne ende galt;Hejsa Michael Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg kan kun beklage vores fejl, det er på ingen måde det jeg ønsker at du skal opleve. Jeg vender sagen med afdelingen og du hører fra dem så hurtigt som muligt. Håber at vi ses en anden gang. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
47;anne;2;undrede mig at servicetjek på 3 ting kunne ta 2 timer. udarbejdelse af efterfølgende rep af bremser kunne jeg få billigere andetsteds.;Hejsa Anne Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage hvis vi ikke har været gode nok til at give dig information omkring det udførte arbejde. Jeg har gået sagen igennem og det arbejde du har fået udført er et service jf. fabrikantens anvisninger, i det arbejde er der en del punkter på bilen som skal kontrolleres og dele som skal udskiftes, det er der afsat 2 timer til. Jeg vil beklage at vi ikke har levet op til dine forventninger til pris på udskiftning af bremser. Jeg har gået tilbuddet igennem og det tilbud du har fået er helt fair. Håber at vi ses en anden gang. God dag herfra M.v.h. Michael - Eftermarkedschef;0;1
48;Per;2;Fin betjening.;Hejsa Per Tak for din flotte anmeldelse og ikke mindst din opbakning, jeg sætter pris på din tid og ærlighed. Jeg er glad for at du har haft en god oplevelse hos os, håber at vi ses en anden gang. Jeg havde håbet at en god oplevelse kunne give en lidt højere vurdering. God dag herfra M.v.h. Michael - Eftermarkedschef;0;0
49;Jasper;2;Kedelig oplevelse. Jeg skulle have skiftet begge kaliber på baghjulene, og denne opgave skulle der bruges 3,5 time på, jf Skorstensgaard. Samlede tilbud var for dyrt, så jeg fik en anden mekanikker til at kigge på det. Han brugte 1 time på samme opgave! - og det kostede mig ikke i nærheden af hvad de ville tage for opgaven. UPDATE. Trustpilot er desværre indrettet således at man ikke kan kommentere på firmaernes kommentere, dvs de ofte får det sidste ord. Efter min overståede anmeldelse, er der ikke rettet nogen henvendelse til mig- men det undre mig også- for de har ikke mine oplysninger eller noget. Så hvorfor skrive at de ser på sagen?! Skorstensgaard!- ret mig hvis jeg tager fejl her!;Hejsa Jasper Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg er vil naturligvis beklage den oplevelse du beskriver. Jeg har været inde og gå sagen igennem og som jeg ser det er der tale om en misforståelse. Jeg vender sagen med afdelingen og du hører fra dem så hurtigt som muligt. God dag herfra M.v.h. Michael - Kvalitetschef;0;1
50;Karsten;2;Langsom. Forvent lang reparations tid, det tog 3 dage at få skiftet en aircondition pumpe;Hejsa Karsten Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage at det har taget så lang tid at få lavet din bil, jeg er dog ret sikker på at der er en fornuftig forklaring på det. Jeg vender sagen med afdelingen og du hører fra dem så hurtigt som muligt. Håber at vi ses en anden gang. God dag herfra M.v.h. Michael - Kvalitetschef;0;0
51;Jannick;2;Jamen at ting ikke bliver lavet med det samme, og at bilen skal afsted flere gange, det koster jo ekstra, når de skal bruge tid på bilen igen og igen, istedet for at når de har tingene skilt ad.....;Hejsa Jannick. Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Vi kan kun være enige, det er da træls, når vi ikke kan nå at lave de ting, som vi finder på din bil og derved skal have dig forbi en gang mere. Det vil vi naturligvis beklage. Håber at vi ses en anden gang. Ha’ en skøn dag. Mvh [virksomhed];1;1
52;Chris;2;Hvorfor skal i blive ved med at bombe mig med mails ? Jeg bestilte en opgave, den er udført. Kort og godt . Så stop dog med at bombe med mig mails og sms’er, Hvor i i trygler folk om at beskrive hvor gode i er . Det er sku en elendig taktik .;Hejsa Chris. Tak for din anmeldelse. Vi sætter pris på din tid og ærlighed. Vi skal naturligvis beklage, at du igen har modtaget invitationer til at give os en tilbagemelding på det udførte arbejde. Du skulle gerne ikke modtage mere fra os. Håber at vi ses en anden gang. God dag herfra. Mvh Skostensgaard;1;0
53;Niels;2;dårlig rådgivning faktisk uacceptabel;Hejsa Niels 23/08 2021 Jeg ved at du har talt med afdelingen, jeg hører at i har fundet en løsning på din udfordring. Håber at du får en fantastisk dag. M.v.h. Michael - Kvalitetschef Hejsa Niels Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil på alle måder hvis vores rådgivning af været uacceptabelt. Det er naturligvis ikke det jeg ønsker at du skal opleve. Jeg vender sagen med afdelingen og du hører fra dem så hurtigt som mulligt. Håber at vi ses en anden gang. God weekend herfra M.v.h. Michael - Kvalitetschef;0;1
54;Lars;2;Ok styr på bestilling af tid pris ligesom andre værksteder  Fik pris på udskiftning af forrude koster mere end mærke værksted så minus rabat samme pris svarer ikke til tyske priser som reklameret  Sidste gang vi bruger Skorstensgaard vil helt klart ikke anbefale dette værksted med denne form for reklame;Hejsa Lars 20/08 2021 Jeg ved at afdelingen har forsøgt at fange dig på tlf. desværre uden held. Er du ikke venlig og give dem et kald. På forhånd tak M.v.h. Michael - Kvalitetschef Hejsa Lars Tak for din flotte anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil naturligvis beklage at vi ikke er kommet i mål med din forventning til pris. Vi kan desværre kende alle priser for mærkeværkstederne, derfor kan vi også skyde forkert.  Husk at du altid kan komme med et tilbud fra et mærkeværksted, så lover vi at gå 20% under deres tilbud, se vilkår på https://[virksomhed].dk/20procent-prispres. Håber at vi ses en anden gang. God dag herfra M.v.h. Michael - Kvalitetschef;0;1
55;Claus;2;Dyrere end mærkeværkstederne. Det var i foråret tid til udskiftning af tandrem på min Ford Focus. Jeg har set reklamerne fra Skorstensgaard, hvor de har fortalt at de er op til 40% billigere end mærkevareværkstederne. Jeg får et tilbud på opgaven, og de skal have 7086,94 for udskiftningen.  Jeg synes at det er mange penge, og får derfor en pris hos Ford - uden at fortælle at jeg har indhentet andre priser - og den lyder på 6420,94.  Ikke overraskende fik Ford lov til at udføre opgaven.;Hejsa Claus Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil beklage at vi ikke har været klare nok i vores markedsføring.  Vi lover ingen steder at vi er op til 40% billigere.  Vi lover dig at vi går 20% under tilbud fra et mærkeværksted, det kræver blot at du kan fremvise et tilbud fra et mærkeværksted.  Derudover lover vi at slå 40% af det tilbud på service som du måtte komme med fra et mærkeværksted (gælder på biler op til en alder på 2 år) Det kalder vi for 20% og 40% Prispres, du kan se mere på vores hjemmeside. Grunden til at vi gør det på den måde er for at sikre dig som kunde, vi kan jo ikke kende alle priser for alle mærkeværksteder. Håber at vi ses en anden gang. God sommer herfra M.v.h. Michael ,  Kvalitetschef [virksomhed];0;1
56;Dorte;2;Fik lavet en almindeligt 2-års service. Ved afhentning brugte sælger en del tid på at fortælle mig at min bil var tæt på farlig at køre i, hvorefter jeg fik et tilbud på samlet 15.000 DKK for ikke-nødvendige reparationer. Jeg er særdeles skuffet over Skorstensgaards salgsstrategi og forretningsetik.;Hejsa Dorte Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Vi kan naturligvis ikke drive forretning på snyd og svindel, jeg kan desværre ikke se dine kontakt oplysninger eller bilens nummerplade nummer som jeg skal bruge for at gå sagen igennem. Jeg har vedhæftet et link så du kan se vores svar på sagen fra Kontant. Link: https://[virksomhed].dk/dokumentation-dr Håber at vi ses en anden gang. God sommer herfra M.v.h. Michael ,  Kvalitetschef [virksomhed];0;1
57;John;2;"Defekt toppakning .. og, og, og, og .... Jeg har som udgangspunkt ikke været utilfreds med Skorstensgaard. Men mht min seneste reparation, må jeg på jysk sige at ""det kunne være bedre"". Bilen blev indleveret med en defekt toppakning. På Autobutler var der fundet tilbud på reparationen, til omkring 5.500 kr. Den pris mente Skorstensgaard at de kunne matche, så de fik bilen. Man er vel trofast kunde. Efter at have skilt motoren ad, blev jeg kontaktet. Mekanikeren mente at jeg burde få topstykket planslebet og trykprøvet. Og så var vandpumpen iøvrigt revnet. Dermed steg prisen selvfølgelig, hvilket jeg accepterede. Under reparationen fandt man så ud af at der også skulle skiftes en indsprøjtningsdyse og to ventiler. Det accepterede jeg. Under prøvekørsel begyndte olielampen så at lyse. Det gjorde at man måtte afmontere forbroen, for at få bundkarret af, dræne motoren for olie, og hælde nyt på. Nu var prisen oppe i 17.000 kr. Jeg fik bilen tilbage, og var egentlig glad. Efter 350 km begyndte motorlampen at lyse. Bilen retur til værksted, som skiftede Lambdasonde (for værkstedets regning). Jeg fik bilen retur. Efter 350 km lyste motorlampen. Værkstedet fik bilen, og skiftede den indsprøjtningsdyse, man allerede havde skiftet, fordi man mente at der nok var blevet monteret en defekt dyse. Dette skete for værkstedets regning. Jeg fik bilen retur. Efter 250 km lyste motorlampen. Værstedet fik bilen, og skiftede en knastakselsensor. Dette skete for værkstedets regning. Jeg fik bilen retur. Efter 300 km lyste motorlampen. Værkstedet fik bilen retur, og udfra mine gæt, blændede man EGR ventilen af, bare for at prøve noget. Dette skete for værkstedets regning. Jeg fik bilen retur. Efter 250 km lyste motorlampen. Værkstedet fik bilen retur, og borede, igen på mit gæt, et hul i afblændingen til EGR ventilen, for at sensorerne havde noget at måle på. Jeg fik bilen retur. Efter 350 km lyste motorlampen. Så købte jeg selv en OBD2 tester (den kostede under 200 kr). Testeren viste fejl på en sekundær luftindsprøjtning. Udfra fejlkoden bør fejlen ligge på en elektronisk pumpe, som tilføjer ekstra luft i indsugningen. Fejlen kan skyldes en defekt pumpe, eller for lav driftspænding. Desværre er det en ret dyr stump. Og jeg tør simpelthen ikke længere at sende bilen på værksted. Allerede nu overstiger reparationsomkostningerne klart bilens værdi. Jeg kan ikke sige hvor meget af ovenstående, der har været nødvendigt, og Skorstensgaard har trods alt udbedret en del for værkstedets regning. Men er det ting, som har været nødvendige? Under alle omstændigheder har det været et forløb over 5 måneder, hvor jeg aldrig har kunnet stole på at have en bil. En planlagt kør-selv ferie blev aflyst. Og jeg sidder tilbage med en fornemmelse af at værkstedet har famlet sig gennem forløbet. Får de bilen igen, når den næste gang bliver syg? Som trofast kunde med begge vore biler, må jeg sige at jeg tvivler. Især da mine fornemmelser jo til dels bekræftes af de nu kørende artikler om firmaet. EDIT: Nu svarer Skorstensgaards kvaliteteschef så at den pris, jeg havde indhentet, ikke holdt vand. Jeg fik 16 tilbud på Autobutler.  Det billigste var på 5.800,- kr., og det dyreste var på 7.500,- kr. Men Skorstensgaard tilbød at matche den laveste pris.  Og havde jeg fået det tilbud på skrift, var Autobutler gået yderligere ned i pris, til de 5.500,- kr., jeg nævnte. Alligevel valgte jeg at benytte Skorstensgaard, og endte altså med en regning på 16.831,56 kr. Plus en lille ekstraregning på 1.557,50 kr, for at have benyttet lånebilen til at køre på genbrugspladsen.";Hejsa John Tak for din anmeldelse, jeg sætter pris på din tid og ærlighed. Jeg vil naturligvis beklage at du har været forbi værkstedet så mange gange med din bil, det er hverken tilfredsstillende for dig eller for os. Den pris du oplyser du har fået fra et andet værksted mener jeg ikke holder vand, det er en meget lav pris for udskiftning af en toppakning. Jeg kan garantere dig for at vores faglige niveau er meget højt, der vil dog være tilfælde hvor vi ikke kommer i mål med det samme.  Håber at vi ses en anden gang. God sommer herfra M.v.h. Michael ,  Kvalitetschef [virksomhed];0;1
